ID,obsnum,Choice,HEV,PHEV,BEV,PHEV_PHEVaer,BEV_BEVaer,PHEV_FastCharge,BEV_FastCharge,Price,OpCost,Acceleration,American,Japanese,Chinese,SKorean
1,12,1,0,0,1,0,75,0,1,50,19,7,1,0,0,0
1,12,0,0,1,0,30,0,0,0,30,19,10,0,0,0,0
1,12,0,0,0,1,0,25,0,0,20,9,10,0,1,0,0
1,13,1,0,0,1,0,25,0,1,30,13,8.5,1,0,0,0
1,13,0,0,1,0,30,0,0,0,25,9,7,0,0,1,0
1,13,0,0,0,1,0,75,0,0,20,19,10,0,0,1,0
1,14,0,0,0,1,0,25,0,1,25,19,10,1,0,0,0
1,14,1,0,0,0,0,0,0,0,25,9,8.5,1,0,0,0
1,14,0,0,0,1,0,75,0,1,37,9,8.5,0,0,0,0
1,15,0,1,0,0,0,0,0,0,30,9,10,0,0,1,0
1,15,1,0,0,1,0,25,0,1,20,19,8.5,1,0,0,0
1,15,0,0,1,0,10,0,1,0,37,9,8.5,0,1,0,0
2,16,1,0,1,0,30,0,0,0,30,23,7,0,0,0,0
2,16,0,0,0,0,0,0,0,0,30,9,7,0,0,0,0
2,16,0,0,0,1,0,0,0,0,30,19,10,0,0,1,0
2,17,0,0,1,0,30,0,0,0,37,23,8.5,0,0,0,0
2,17,1,0,0,1,0,0,0,0,20,23,5.5,0,0,0,0
2,17,0,1,0,0,0,0,0,0,37,13,7,0,0,0,0
2,18,1,0,1,0,30,0,0,0,37,19,5.5,0,1,0,0
2,18,0,0,1,0,30,0,0,0,37,9,8.5,0,0,1,0
2,18,0,0,0,1,0,75,0,1,37,23,10,0,0,0,0
2,19,0,0,0,1,0,75,0,0,30,19,10,0,0,1,0
2,19,1,0,1,0,0,0,0,0,30,23,5.5,0,0,0,0
2,19,0,0,0,0,0,0,0,0,50,19,7,0,1,0,0
2,20,0,0,0,0,0,0,0,0,25,13,8.5,0,0,0,1
2,20,1,0,1,0,10,0,0,0,30,19,5.5,0,0,0,0
2,20,0,1,0,0,0,0,0,0,20,23,8.5,0,0,0,0
2,21,1,0,1,0,30,0,0,0,20,9,10,0,1,0,0
2,21,0,0,1,0,0,0,1,0,25,19,8.5,0,0,0,1
2,21,0,0,0,0,0,0,0,0,37,23,10,0,0,0,0
2,22,1,0,0,1,0,0,0,0,25,13,5.5,0,1,0,0
2,22,0,0,0,0,0,0,0,0,50,23,7,0,1,0,0
2,22,0,0,0,0,0,0,0,0,37,19,10,1,0,0,0
2,23,0,0,0,1,0,25,0,1,37,9,10,1,0,0,0
2,23,0,0,1,0,30,0,0,0,25,23,10,0,0,1,0
2,23,1,0,1,0,0,0,0,0,20,13,8.5,0,1,0,0
2,24,0,0,0,1,0,25,0,0,25,23,5.5,0,0,0,0
2,24,0,0,0,1,0,0,0,1,37,13,8.5,1,0,0,0
2,24,1,0,0,0,0,0,0,0,25,13,8.5,1,0,0,0
2,25,0,0,1,0,10,0,0,0,30,23,10,0,0,1,0
2,25,1,0,1,0,30,0,1,0,20,9,7,0,1,0,0
2,25,0,0,0,1,0,0,0,0,37,19,10,0,0,0,0
2,26,0,0,0,0,0,0,0,0,25,13,10,0,1,0,0
2,26,1,0,0,1,0,0,0,1,30,9,7,1,0,0,0
2,26,0,0,0,0,0,0,0,0,30,13,8.5,0,1,0,0
2,27,1,0,1,0,10,0,1,0,25,19,5.5,0,1,0,0
2,27,0,0,1,0,30,0,1,0,37,23,7,0,0,0,1
2,27,0,0,0,1,0,75,0,1,37,19,8.5,0,0,1,0
2,28,1,0,0,1,0,25,0,1,25,13,5.5,0,0,0,0
2,28,0,0,1,0,30,0,0,0,50,13,7,0,0,0,1
2,28,0,0,1,0,0,0,1,0,25,23,7,0,1,0,0
2,29,0,0,1,0,10,0,0,0,50,13,10,0,1,0,0
2,29,0,0,0,0,0,0,0,0,50,9,10,0,1,0,0
2,29,1,0,0,1,0,0,0,1,25,13,5.5,0,0,0,0
2,30,0,0,0,0,0,0,0,0,37,9,7,0,0,1,0
2,30,0,0,0,1,0,25,0,0,37,9,10,0,0,1,0
2,30,1,0,1,0,10,0,1,0,37,9,7,0,0,0,0
3,31,1,0,0,0,0,0,0,0,25,19,10,0,0,0,0
3,31,0,1,0,0,0,0,0,0,25,23,8.5,0,0,0,1
3,31,0,0,0,0,0,0,0,0,25,23,8.5,0,0,0,1
3,32,1,1,0,0,0,0,0,0,30,9,8.5,0,0,0,1
3,32,0,0,0,1,0,75,0,0,37,23,10,1,0,0,0
3,32,0,1,0,0,0,0,0,0,50,23,8.5,0,0,1,0
3,33,1,0,1,0,30,0,1,0,20,9,7,0,0,1,0
3,33,0,0,1,0,0,0,0,0,37,9,5.5,0,0,1,0
3,33,0,0,0,1,0,75,0,1,30,13,7,0,1,0,0
3,34,0,0,0,1,0,0,0,1,30,13,7,0,0,1,0
3,34,1,0,1,0,10,0,1,0,20,9,5.5,0,1,0,0
3,34,0,0,1,0,0,0,0,0,37,9,10,0,0,0,0
3,35,0,0,1,0,30,0,1,0,50,19,5.5,1,0,0,0
3,35,0,0,0,0,0,0,0,0,25,9,7,0,0,1,0
3,35,1,0,1,0,30,0,0,0,30,13,5.5,0,0,0,1
3,36,0,0,0,0,0,0,0,0,50,9,5.5,0,0,1,0
3,36,1,0,1,0,0,0,0,0,30,19,5.5,1,0,0,0
3,36,0,0,1,0,10,0,1,0,50,19,10,1,0,0,0
3,37,1,0,1,0,10,0,1,0,25,9,5.5,0,0,1,0
3,37,0,0,0,1,0,25,0,0,37,13,7,0,0,0,1
3,37,0,0,1,0,10,0,1,0,37,9,5.5,0,0,1,0
3,38,0,0,0,1,0,0,0,0,37,13,8.5,0,0,0,1
3,38,0,0,0,1,0,75,0,0,25,19,5.5,0,0,1,0
3,38,1,1,0,0,0,0,0,0,50,19,5.5,0,0,0,0
3,39,0,0,1,0,10,0,1,0,37,23,8.5,0,0,0,1
3,39,0,0,0,0,0,0,0,0,20,9,10,0,0,1,0
3,39,1,0,0,0,0,0,0,0,25,9,7,0,1,0,0
3,40,1,0,0,0,0,0,0,0,25,9,5.5,0,1,0,0
3,40,0,0,0,1,0,25,0,0,25,13,5.5,1,0,0,0
3,40,0,0,0,0,0,0,0,0,20,23,8.5,0,0,1,0
3,41,0,0,0,0,0,0,0,0,25,13,8.5,0,0,0,0
3,41,1,1,0,0,0,0,0,0,25,13,5.5,0,0,0,0
3,41,0,0,0,0,0,0,0,0,20,13,5.5,0,0,0,1
3,42,0,0,0,1,0,0,0,1,20,13,8.5,0,1,0,0
3,42,1,1,0,0,0,0,0,0,50,23,8.5,0,1,0,0
3,42,0,0,1,0,30,0,0,0,50,13,7,0,0,1,0
3,43,0,0,0,1,0,25,0,0,20,9,5.5,0,1,0,0
3,43,0,0,1,0,0,0,0,0,50,19,8.5,0,1,0,0
3,43,1,0,0,0,0,0,0,0,37,9,8.5,0,1,0,0
3,44,0,0,0,1,0,25,0,1,50,13,8.5,0,1,0,0
3,44,0,0,0,1,0,75,0,1,37,19,5.5,1,0,0,0
3,44,1,0,0,1,0,75,0,0,37,9,5.5,0,0,0,1
3,45,1,1,0,0,0,0,0,0,30,23,7,0,0,0,1
3,45,0,0,0,1,0,25,0,1,37,23,7,1,0,0,0
3,45,0,0,0,1,0,0,0,0,37,13,7,1,0,0,0
4,46,0,0,0,1,0,75,0,0,30,19,5.5,1,0,0,0
4,46,0,0,0,0,0,0,0,0,37,19,8.5,0,1,0,0
4,46,1,0,0,1,0,75,0,0,20,23,7,0,0,1,0
4,47,1,0,0,1,0,25,0,1,25,19,10,0,1,0,0
4,47,0,0,0,1,0,0,0,1,50,19,7,0,0,0,1
4,47,0,0,0,0,0,0,0,0,50,13,7,0,0,0,0
4,48,1,0,0,1,0,75,0,1,20,13,5.5,0,0,0,1
4,48,0,1,0,0,0,0,0,0,25,9,5.5,0,0,0,1
4,48,0,0,0,1,0,75,0,1,25,23,8.5,0,1,0,0
4,49,1,0,0,1,0,75,0,0,20,13,10,1,0,0,0
4,49,0,0,1,0,10,0,1,0,30,13,7,0,0,1,0
4,49,0,0,0,0,0,0,0,0,30,9,10,0,0,1,0
4,50,0,0,0,1,0,25,0,1,37,23,5.5,0,1,0,0
4,50,0,1,0,0,0,0,0,0,50,13,5.5,1,0,0,0
4,50,1,0,0,1,0,25,0,0,30,9,10,1,0,0,0
4,51,0,0,0,0,0,0,0,0,50,13,8.5,1,0,0,0
4,51,0,0,1,0,30,0,0,0,50,23,7,1,0,0,0
4,51,1,0,1,0,30,0,0,0,20,23,7,0,1,0,0
4,52,1,0,0,1,0,75,0,1,25,19,5.5,0,1,0,0
4,52,0,0,0,0,0,0,0,0,25,23,8.5,0,1,0,0
4,52,0,1,0,0,0,0,0,0,37,19,5.5,0,0,1,0
4,53,0,0,0,0,0,0,0,0,30,13,10,0,0,1,0
4,53,0,0,0,1,0,75,0,1,30,23,10,0,0,0,0
4,53,1,1,0,0,0,0,0,0,20,23,8.5,0,0,0,1
4,54,1,1,0,0,0,0,0,0,20,9,5.5,0,0,0,0
4,54,0,0,1,0,10,0,1,0,25,23,10,1,0,0,0
4,54,0,0,1,0,0,0,0,0,50,19,5.5,1,0,0,0
4,55,0,0,1,0,30,0,1,0,50,13,7,0,0,1,0
4,55,0,0,1,0,30,0,1,0,50,9,8.5,1,0,0,0
4,55,1,0,0,0,0,0,0,0,37,19,10,1,0,0,0
4,56,0,0,0,1,0,25,0,1,37,13,10,0,0,0,1
4,56,1,1,0,0,0,0,0,0,30,9,7,0,1,0,0
4,56,0,0,0,1,0,0,0,0,50,13,7,0,0,0,0
4,57,0,0,0,1,0,0,0,0,30,13,5.5,0,0,0,0
4,57,0,0,0,1,0,75,0,0,50,19,8.5,0,0,1,0
4,57,1,0,0,1,0,75,0,1,30,9,7,0,0,0,0
4,58,1,0,0,1,0,75,0,1,50,13,7,1,0,0,0
4,58,0,0,1,0,0,0,0,0,50,13,5.5,0,0,0,1
4,58,0,0,0,1,0,0,0,1,50,19,10,1,0,0,0
4,59,0,0,0,1,0,75,0,0,37,13,8.5,0,0,1,0
4,59,0,1,0,0,0,0,0,0,37,23,8.5,0,0,0,0
4,59,1,0,0,1,0,75,0,0,25,23,5.5,1,0,0,0
4,60,0,0,1,0,0,0,1,0,37,23,5.5,0,0,0,1
4,60,0,0,0,1,0,25,0,0,25,23,10,0,0,0,1
4,60,1,0,1,0,10,0,1,0,25,23,8.5,0,0,1,0
5,61,0,0,0,1,0,75,0,1,50,13,7,1,0,0,0
5,61,0,0,1,0,30,0,0,0,25,9,8.5,0,0,0,1
5,61,1,0,1,0,10,0,1,0,30,23,7,0,0,0,0
5,62,1,1,0,0,0,0,0,0,20,13,7,0,1,0,0
5,62,0,0,0,1,0,75,0,0,50,13,5.5,0,0,0,1
5,62,0,1,0,0,0,0,0,0,37,9,8.5,0,1,0,0
5,63,1,0,1,0,10,0,0,0,20,19,10,0,0,0,0
5,63,0,0,0,1,0,25,0,0,25,9,5.5,0,1,0,0
5,63,0,0,0,1,0,0,0,1,25,23,8.5,0,0,0,1
5,64,1,0,0,0,0,0,0,0,20,13,7,0,0,1,0
5,64,0,0,1,0,30,0,0,0,50,23,7,0,0,0,1
5,64,0,0,0,1,0,0,0,0,25,13,5.5,0,0,0,0
5,65,1,0,1,0,0,0,1,0,30,19,8.5,0,1,0,0
5,65,0,1,0,0,0,0,0,0,37,9,8.5,0,0,0,1
5,65,0,0,0,1,0,0,0,0,50,19,10,1,0,0,0
5,66,1,0,1,0,30,0,0,0,37,13,5.5,0,0,1,0
5,66,0,0,1,0,30,0,1,0,50,19,5.5,1,0,0,0
5,66,0,0,0,1,0,25,0,1,20,9,7,0,1,0,0
5,67,0,0,0,1,0,75,0,0,50,23,7,0,1,0,0
5,67,0,0,1,0,0,0,1,0,50,19,8.5,0,0,0,1
5,67,1,0,1,0,30,0,1,0,37,23,7,1,0,0,0
5,68,0,0,1,0,10,0,0,0,37,23,8.5,0,0,1,0
5,68,0,0,0,1,0,0,0,1,30,9,10,1,0,0,0
5,68,1,0,1,0,10,0,0,0,25,23,7,0,0,0,0
5,69,0,0,1,0,0,0,1,0,50,9,7,0,0,0,1
5,69,0,0,0,1,0,0,0,1,50,19,8.5,0,1,0,0
5,69,1,0,1,0,10,0,1,0,20,9,5.5,0,0,0,1
5,70,1,0,1,0,30,0,0,0,37,19,7,0,0,0,0
5,70,0,1,0,0,0,0,0,0,25,9,8.5,0,0,0,1
5,70,0,1,0,0,0,0,0,0,50,13,7,0,0,0,0
5,71,0,0,0,0,0,0,0,0,30,19,7,1,0,0,0
5,71,0,0,0,0,0,0,0,0,37,19,8.5,0,1,0,0
5,71,1,0,0,1,0,25,0,1,25,13,8.5,0,0,0,1
5,72,0,0,1,0,0,0,0,0,37,9,8.5,0,1,0,0
5,72,1,0,1,0,10,0,1,0,20,9,10,1,0,0,0
5,72,0,0,0,1,0,25,0,0,50,13,8.5,0,0,0,1
5,73,0,0,0,0,0,0,0,0,37,23,5.5,0,0,0,0
5,73,0,0,1,0,0,0,1,0,50,19,8.5,0,0,0,0
5,73,1,1,0,0,0,0,0,0,37,13,7,0,0,1,0
5,74,0,0,0,1,0,0,0,0,50,9,7,0,0,0,1
5,74,1,0,1,0,30,0,0,0,37,19,5.5,0,0,0,1
5,74,0,0,0,1,0,75,0,0,37,9,8.5,0,0,0,0
5,75,0,1,0,0,0,0,0,0,37,9,7,1,0,0,0
5,75,1,0,1,0,0,0,0,0,20,9,8.5,0,0,0,1
5,75,0,0,0,1,0,25,0,0,37,9,7,0,0,1,0
6,76,0,0,0,1,0,75,0,1,25,23,10,0,0,1,0
6,76,0,0,0,1,0,75,0,0,37,19,10,0,0,0,1
6,76,1,0,0,0,0,0,0,0,30,19,5.5,0,1,0,0
6,77,1,0,0,0,0,0,0,0,25,19,5.5,0,0,0,1
6,77,0,1,0,0,0,0,0,0,37,19,7,0,0,0,1
6,77,0,0,0,1,0,75,0,1,25,23,7,0,0,0,0
6,78,1,0,0,1,0,75,0,0,30,23,5.5,0,0,0,1
6,78,0,0,0,1,0,25,0,1,37,9,5.5,0,1,0,0
6,78,0,0,0,1,0,0,0,1,30,23,5.5,0,0,0,0
6,79,0,1,0,0,0,0,0,0,37,13,10,0,1,0,0
6,79,0,0,1,0,10,0,0,0,50,23,8.5,1,0,0,0
6,79,1,0,0,1,0,75,0,1,30,19,7,0,0,0,0
6,80,0,0,1,0,10,0,0,0,37,9,8.5,0,0,0,0
6,80,1,1,0,0,0,0,0,0,20,19,8.5,0,1,0,0
6,80,0,0,1,0,30,0,1,0,25,23,10,0,0,1,0
6,81,0,0,0,1,0,0,0,0,30,13,5.5,1,0,0,0
6,81,0,0,1,0,10,0,1,0,30,23,7,1,0,0,0
6,81,1,0,0,1,0,25,0,1,20,13,5.5,1,0,0,0
6,82,0,0,0,1,0,25,0,1,50,9,8.5,0,1,0,0
6,82,0,0,0,1,0,25,0,0,25,23,7,0,0,0,1
6,82,1,0,1,0,10,0,1,0,37,13,7,0,1,0,0
6,83,0,0,0,1,0,25,0,1,30,23,10,0,0,0,1
6,83,1,0,0,1,0,75,0,0,37,9,7,0,0,0,0
6,83,0,0,1,0,10,0,0,0,50,13,7,0,1,0,0
6,84,0,0,0,1,0,75,0,0,25,23,7,0,0,0,1
6,84,1,0,0,0,0,0,0,0,30,13,7,0,0,0,1
6,84,0,1,0,0,0,0,0,0,50,23,8.5,0,0,0,0
6,85,0,0,0,1,0,75,0,1,20,19,7,1,0,0,0
6,85,1,0,0,1,0,25,0,0,30,13,8.5,0,0,1,0
6,85,0,1,0,0,0,0,0,0,37,13,10,0,1,0,0
6,86,0,0,0,1,0,75,0,0,50,9,8.5,0,1,0,0
6,86,0,0,1,0,10,0,1,0,20,23,7,1,0,0,0
6,86,1,0,0,1,0,25,0,0,50,9,5.5,0,0,0,0
6,87,0,0,0,1,0,0,0,0,20,23,8.5,0,0,0,0
6,87,0,0,0,1,0,25,0,1,20,23,10,1,0,0,0
6,87,1,0,0,0,0,0,0,0,25,9,10,0,0,0,0
6,88,1,0,1,0,30,0,1,0,30,9,8.5,1,0,0,0
6,88,0,0,0,1,0,0,0,0,37,13,8.5,0,0,0,0
6,88,0,0,0,1,0,75,0,0,25,23,7,1,0,0,0
6,89,0,0,1,0,30,0,1,0,37,19,5.5,0,0,0,1
6,89,0,1,0,0,0,0,0,0,25,9,10,0,1,0,0
6,89,1,0,1,0,30,0,1,0,30,9,8.5,0,1,0,0
6,90,0,0,0,1,0,0,0,1,37,19,7,0,1,0,0
6,90,0,0,0,1,0,75,0,0,50,19,10,1,0,0,0
6,90,1,0,0,1,0,75,0,0,25,19,5.5,1,0,0,0
7,91,0,0,0,1,0,25,0,0,30,9,5.5,0,0,1,0
7,91,1,0,1,0,10,0,1,0,37,19,7,0,0,1,0
7,91,0,0,1,0,30,0,0,0,50,19,10,0,0,0,0
7,92,0,0,0,1,0,0,0,1,25,19,10,0,0,0,0
7,92,0,0,0,0,0,0,0,0,50,13,7,0,1,0,0
7,92,1,0,0,1,0,75,0,1,20,19,8.5,0,1,0,0
7,93,0,0,0,1,0,0,0,0,37,9,7,0,0,1,0
7,93,1,0,1,0,10,0,0,0,20,9,5.5,1,0,0,0
7,93,0,0,1,0,30,0,0,0,50,23,5.5,1,0,0,0
7,94,1,0,1,0,10,0,0,0,25,19,10,1,0,0,0
7,94,0,1,0,0,0,0,0,0,25,23,5.5,0,1,0,0
7,94,0,0,1,0,30,0,0,0,30,9,7,0,0,1,0
7,95,1,0,1,0,10,0,1,0,20,9,7,0,0,0,0
7,95,0,0,1,0,0,0,0,0,50,9,10,1,0,0,0
7,95,0,0,0,0,0,0,0,0,37,13,8.5,0,0,0,1
7,96,0,0,1,0,30,0,1,0,37,9,5.5,0,0,1,0
7,96,1,0,1,0,10,0,1,0,25,19,7,0,1,0,0
7,96,0,0,1,0,0,0,0,0,50,9,8.5,0,0,1,0
7,97,0,0,1,0,10,0,0,0,50,19,5.5,0,1,0,0
7,97,0,1,0,0,0,0,0,0,25,13,10,0,0,1,0
7,97,1,0,1,0,30,0,1,0,25,13,8.5,0,0,0,1
7,98,0,0,0,1,0,0,0,1,25,19,5.5,0,0,0,0
7,98,1,0,0,1,0,75,0,0,25,19,8.5,0,0,1,0
7,98,0,0,0,0,0,0,0,0,37,23,10,0,0,1,0
7,99,1,0,1,0,30,0,1,0,30,19,5.5,1,0,0,0
7,99,0,0,0,0,0,0,0,0,50,9,8.5,0,0,1,0
7,99,0,0,0,1,0,75,0,1,50,19,10,1,0,0,0
7,100,0,0,1,0,0,0,1,0,20,23,5.5,1,0,0,0
7,100,0,0,1,0,30,0,0,0,30,19,10,0,1,0,0
7,100,1,1,0,0,0,0,0,0,20,13,10,1,0,0,0
7,101,0,0,1,0,30,0,1,0,50,19,10,0,0,1,0
7,101,1,0,0,1,0,25,0,1,20,9,10,0,0,1,0
7,101,0,0,0,1,0,0,0,0,30,19,5.5,0,0,1,0
7,102,0,0,1,0,0,0,0,0,50,23,8.5,0,0,1,0
7,102,1,0,0,1,0,75,0,0,37,23,7,1,0,0,0
7,102,0,0,0,1,0,75,0,0,37,19,10,0,0,0,0
7,103,1,1,0,0,0,0,0,0,25,9,10,0,0,0,0
7,103,0,0,1,0,10,0,1,0,37,23,7,1,0,0,0
7,103,0,0,0,0,0,0,0,0,30,23,5.5,0,1,0,0
7,104,0,0,1,0,30,0,1,0,25,19,10,0,1,0,0
7,104,0,0,0,1,0,0,0,1,30,23,5.5,0,0,0,0
7,104,1,0,1,0,30,0,0,0,20,19,10,1,0,0,0
7,105,0,0,0,1,0,25,0,0,37,9,10,0,0,0,0
7,105,1,0,0,1,0,75,0,0,25,19,7,0,0,0,0
7,105,0,0,0,0,0,0,0,0,30,23,10,0,0,1,0
8,106,0,0,0,0,0,0,0,0,30,19,8.5,0,0,0,1
8,106,1,0,1,0,30,0,1,0,50,13,5.5,0,1,0,0
8,106,0,0,1,0,30,0,0,0,50,19,8.5,0,0,0,1
8,107,1,1,0,0,0,0,0,0,30,9,10,1,0,0,0
8,107,0,0,1,0,10,0,1,0,50,19,7,0,0,0,1
8,107,0,0,1,0,30,0,0,0,30,19,10,0,0,0,1
8,108,0,1,0,0,0,0,0,0,20,23,8.5,1,0,0,0
8,108,0,0,0,1,0,25,0,1,25,9,7,0,0,0,1
8,108,1,0,1,0,30,0,1,0,30,23,10,0,1,0,0
8,109,0,0,0,1,0,25,0,1,50,19,8.5,0,0,1,0
8,109,1,0,0,0,0,0,0,0,50,23,10,0,0,0,0
8,109,0,0,1,0,10,0,0,0,30,9,8.5,0,0,0,1
8,110,0,1,0,0,0,0,0,0,37,13,10,0,0,0,0
8,110,0,0,0,1,0,0,0,0,30,19,5.5,0,0,0,1
8,110,1,0,1,0,10,0,0,0,30,13,7,1,0,0,0
8,111,1,0,1,0,10,0,0,0,20,13,7,0,1,0,0
8,111,0,1,0,0,0,0,0,0,37,23,8.5,0,0,1,0
8,111,0,1,0,0,0,0,0,0,37,9,7,0,0,0,1
8,112,1,0,1,0,10,0,1,0,30,19,10,0,0,0,0
8,112,0,0,1,0,0,0,0,0,25,9,10,0,0,0,1
8,112,0,0,0,1,0,25,0,0,37,19,10,0,0,0,1
8,113,0,0,1,0,0,0,1,0,50,13,5.5,1,0,0,0
8,113,1,0,0,1,0,25,0,1,25,13,5.5,1,0,0,0
8,113,0,0,1,0,10,0,1,0,30,13,8.5,0,0,0,1
8,114,0,1,0,0,0,0,0,0,50,13,10,0,0,1,0
8,114,0,0,0,0,0,0,0,0,37,23,8.5,0,0,1,0
8,114,1,0,1,0,30,0,0,0,37,19,5.5,1,0,0,0
8,115,0,0,0,1,0,0,0,1,50,23,7,0,0,1,0
8,115,0,1,0,0,0,0,0,0,30,13,7,0,0,0,1
8,115,1,0,0,1,0,75,0,0,50,23,10,1,0,0,0
8,116,1,0,1,0,10,0,1,0,37,9,7,0,0,0,0
8,116,0,0,0,0,0,0,0,0,50,19,5.5,1,0,0,0
8,116,0,0,0,1,0,75,0,0,37,19,10,0,1,0,0
8,117,1,0,1,0,30,0,0,0,30,9,7,0,1,0,0
8,117,0,0,0,1,0,0,0,1,25,19,8.5,0,1,0,0
8,117,0,0,1,0,10,0,0,0,25,9,8.5,0,1,0,0
8,118,0,0,0,1,0,75,0,1,30,9,8.5,0,0,1,0
8,118,1,0,0,1,0,0,0,0,25,9,7,0,0,0,0
8,118,0,0,0,0,0,0,0,0,25,23,5.5,0,0,1,0
8,119,0,0,0,0,0,0,0,0,20,13,5.5,0,0,0,0
8,119,1,0,0,1,0,0,0,1,37,13,5.5,1,0,0,0
8,119,0,0,0,1,0,75,0,1,37,13,7,0,0,0,0
8,120,1,0,0,0,0,0,0,0,37,23,7,0,0,0,0
8,120,0,0,0,0,0,0,0,0,30,19,5.5,0,1,0,0
8,120,0,0,0,0,0,0,0,0,50,19,10,0,1,0,0
9,121,0,0,0,1,0,25,0,1,30,9,7,0,0,0,1
9,121,0,0,0,0,0,0,0,0,20,23,8.5,0,0,0,0
9,121,1,0,1,0,10,0,1,0,37,13,8.5,0,1,0,0
9,122,0,0,0,1,0,0,0,0,20,23,8.5,0,0,0,0
9,122,1,0,0,0,0,0,0,0,50,9,7,0,0,0,0
9,122,0,0,0,0,0,0,0,0,30,23,7,0,0,0,0
9,123,1,1,0,0,0,0,0,0,25,13,7,0,1,0,0
9,123,0,0,1,0,0,0,1,0,20,23,7,0,0,0,0
9,123,0,0,0,0,0,0,0,0,20,13,7,0,0,1,0
9,124,0,0,1,0,30,0,1,0,20,13,10,0,0,0,0
9,124,1,1,0,0,0,0,0,0,30,9,7,0,0,0,1
9,124,0,1,0,0,0,0,0,0,37,9,7,0,0,0,0
9,125,1,1,0,0,0,0,0,0,25,9,10,0,0,0,1
9,125,0,0,0,1,0,25,0,1,20,19,10,0,0,1,0
9,125,0,0,0,1,0,25,0,0,25,9,8.5,0,0,0,0
9,126,0,0,1,0,10,0,0,0,30,19,7,0,0,0,1
9,126,1,0,1,0,30,0,1,0,25,9,8.5,0,1,0,0
9,126,0,0,1,0,30,0,1,0,37,23,7,1,0,0,0
9,127,0,0,0,1,0,25,0,1,20,19,8.5,0,0,1,0
9,127,1,0,0,1,0,25,0,1,30,19,5.5,1,0,0,0
9,127,0,0,0,1,0,25,0,0,30,13,7,1,0,0,0
9,128,0,0,0,1,0,0,0,1,37,23,10,0,1,0,0
9,128,1,0,1,0,30,0,1,0,25,13,10,1,0,0,0
9,128,0,1,0,0,0,0,0,0,50,23,10,1,0,0,0
9,129,1,0,0,0,0,0,0,0,50,9,5.5,0,1,0,0
9,129,0,0,0,1,0,25,0,0,37,19,10,0,0,1,0
9,129,0,0,0,1,0,25,0,0,37,23,5.5,0,1,0,0
9,130,0,1,0,0,0,0,0,0,50,19,5.5,0,0,0,0
9,130,1,0,1,0,0,0,0,0,37,13,10,0,1,0,0
9,130,0,1,0,0,0,0,0,0,50,19,8.5,0,0,0,0
9,131,0,0,1,0,10,0,1,0,25,23,8.5,0,1,0,0
9,131,0,0,0,1,0,0,0,0,37,23,8.5,0,0,0,0
9,131,1,0,1,0,30,0,0,0,25,19,5.5,0,0,0,0
9,132,0,0,1,0,10,0,1,0,30,23,5.5,0,0,0,1
