"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
11,1492905,2012-8-9 03:27,2012-8-9 03:36,509,2,1,1,1,2,3,3,54,"小型轿车",2,2,2,3,,,7,,,,,,,,,,,,,,,,,7,,,,,,,,2,1,3,3,2,2,3,2,2,2,3,1,2,2,3,1,3,2,5,5,5,3,3,3,4,3,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,3,1,6,3,5,2,4,49,"",4,7,6,"无",5,,289,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
12,1520094,2012-8-9 07:05,2012-8-9 07:20,864,5,1,1,1,3,3,1,67,"小矫车",2,9,15,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,3,3,3,3,3,2,3,1,3,2,1,2,3,1,4,3,5,5,4,4,2,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,,1,46,3,1,5,1,3,26,"",4,2,2,"无",5,,715,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
13,1525839,2012-8-9 09:39,2012-8-9 09:48,541,2,1,1,1,2,2,3,10,"",2,9,15,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,1,3,2,1,2,1,1,1,2,2,2,1,4,4,3,5,3,4,4,4,3,4,0,0,0,0,5,1,2,0,0,0,1,2,0,0,0,3,67,,,1,19,2,3,54,"",8,7,6,"无",5,,563,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
14,1567547,2012-8-9 04:53,2012-8-9 05:02,552,3,1,1,1,1,2,1,1,"",1,10,16,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,3,3,2,1,3,3,2,2,3,3,3,2,4,2,3,3,1,3,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,21,1,4,1,4,46,"",4,1,1,"无",5,,626,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
15,1630295,2012-8-9 04:13,2012-8-9 04:23,577,3,1,1,1,1,2,1,1,"",2,9,9,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,3,2,4,5,3,5,3,3,4,4,1,2,0,0,0,0,2,0,0,0,0,0,0,4,5,3,1,2,9,5,19,1,2,49,"",2,1,1,"无",5,,730,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
16,538945,2012-8-10 06:05,2012-8-10 06:15,620,4,1,1,1,1,2,3,1,"",1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,1,1,2,1,3,1,3,1,1,3,3,3,2,2,1,3,3,5,5,5,4,2,5,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,19,1,1,3,1,3,37,"621102",2,2,2,"",5,,516,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
17,550757,2012-8-11 04:01,2012-8-11 04:09,481,5,1,1,1,1,3,1,1,"",2,10,16,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,3,2,1,3,2,2,3,2,3,1,1,2,4,3,4,5,3,4,3,2,4,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,2,2,21,11,5,9,1,3,31,"",8,2,2,"无",5,,714,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
18,555440,2012-8-10 06:43,2012-8-10 06:55,715,3,1,1,1,1,2,1,1,"",1,10,16,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,1,1,2,1,1,3,2,1,1,2,2,1,5,5,4,1,3,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,56,9,24,1,19,1,4,49,"610041",1,1,1,"",5,,60,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
19,558232,2012-8-11 06:15,2012-8-11 06:24,554,6,1,1,1,1,3,3,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,1,1,1,1,3,2,2,1,2,2,2,3,2,3,4,4,5,5,4,4,4,4,3,3,1,0,0,0,0,1,2,0,0,0,1,0,3,0,0,2,67,,,2,19,1,3,49,"",8,1,1,"",5,,553,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
20,594703,2012-8-10 08:21,2012-8-10 08:29,510,4,1,1,1,3,2,3,11,"",2,1,1,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,3,1,1,3,1,3,3,3,3,3,1,4,1,1,5,2,5,3,3,3,4,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,2,10,1,5,1,11,1,3,51,"611838",2,1,1,"",5,,866,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
21,597120,2012-8-10 03:01,2012-8-10 03:12,645,4,1,1,1,1,2,3,27,"骏捷",2,2,6,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,1,2,2,1,1,1,1,1,3,3,1,3,2,3,2,2,4,4,5,5,4,3,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,26,10,21,1,16,1,5,52,"",1,1,1,"",5,,95,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
22,599888,2012-8-10 09:55,2012-8-10 10:04,503,1,1,1,1,2,1,1,22,"s80",2,1,1,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,1,2,1,1,2,2,1,1,3,1,3,2,2,1,2,3,5,5,4,4,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,20,21,4,19,1,8,,"",,,,"",5,,574,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
23,624020,2012-8-10 05:31,2012-8-10 05:47,988,2,1,1,1,2,4,3,6,"",2,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,1,3,1,3,2,2,2,1,1,3,4,2,5,5,3,4,2,3,4,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,5,11,14,5,19,2,5,52,"",3,1,1,"",5,,312,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
24,645975,2012-8-10 10:35,2012-8-10 10:45,615,1,1,1,1,2,1,1,13,"c5",3,4,6,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,2,1,3,3,2,2,2,1,1,2,2,4,3,5,5,4,3,2,4,5,4,1,0,0,0,0,0,2,0,0,0,1,2,3,4,0,2,1,2,66,2,19,1,5,32,"",5,2,2,"",5,,758,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
25,649033,2012-8-10 02:39,2012-8-10 02:39,0,,1,1,1,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
26,668041,2012-8-11 03:15,2012-8-11 03:29,837,5,1,1,1,1,3,1,1,"",1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,3,1,3,1,3,3,3,2,3,2,1,3,3,1,3,2,5,5,2,3,3,3,5,5,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,3,15,4,13,1,6,1,4,54,"",4,1,1,"",5,,519,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
27,673629,2012-8-10 03:15,2012-8-10 03:26,661,3,1,1,1,1,2,1,1,"",1,10,16,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,3,2,2,2,2,2,1,1,3,1,2,4,5,5,2,4,3,4,5,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,3,20,1,8,1,3,44,"",3,1,1,"",5,,520,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
28,698391,2012-8-10 10:21,2012-8-10 10:31,613,5,1,1,1,1,3,1,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,1,2,2,2,2,2,3,2,1,2,2,1,4,2,4,3,5,5,3,3,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,16,10,4,6,1,5,45,"",5,1,1,"",5,,475,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
29,720106,2012-8-11 07:58,2012-8-11 08:08,639,5,1,1,1,1,3,1,1,"",1,10,16,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,1,3,3,1,3,2,1,2,3,1,1,1,1,2,2,2,5,5,5,5,4,3,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,1,2,22,4,5,19,1,4,52,"",8,1,1,"无",5,,984,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
30,720319,2012-8-9 08:55,2012-8-9 08:59,226,6,1,1,1,1,3,3,1,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,3,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,138,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
31,778242,2012-8-11 05:41,2012-8-11 05:50,543,6,1,1,1,1,3,3,1,"",2,10,16,1,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,3,3,1,3,3,3,1,3,1,3,4,2,5,5,3,3,2,3,3,3,1,0,0,0,5,1,2,0,0,0,0,0,0,4,0,3,2,20,9,5,9,2,4,49,"",5,1,1,"",5,,534,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
32,854724,2012-8-10 06:17,2012-8-10 06:25,463,3,1,1,1,1,2,1,1,"",2,1,1,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,2,2,2,3,2,1,2,1,3,3,3,3,3,1,4,4,3,3,3,4,4,4,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,1,3,19,1,5,1,2,44,"610041",4,1,1,"",5,,932,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
33,859947,2012-8-10 06:58,2012-8-10 07:06,509,4,1,1,1,1,2,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,1,3,1,3,3,1,2,3,2,1,3,3,5,4,4,4,4,4,3,3,3,3,1,0,0,0,0,1,2,3,4,0,0,0,0,0,5,2,19,,,5,19,1,3,44,"610000",5,1,1,"",5,,668,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
34,865460,2012-8-9 02:40,2012-8-9 02:55,939,4,1,1,1,1,2,3,1,"",2,6,9,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4,4,5,5,4,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,9,18,8,5,,,,,"",,,,"",2,,614,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
35,903920,2012-8-11 03:36,2012-8-11 03:43,377,6,1,1,1,1,3,3,1,"",2,9,15,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,3,3,2,2,2,3,3,1,2,1,1,3,3,4,5,5,4,4,4,3,3,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,1,6,15,2,19,2,4,54,"610500",5,1,1,"无",5,,847,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
36,928431,2012-8-10 04:05,2012-8-10 04:12,421,3,1,1,1,1,2,1,1,"",1,10,16,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,3,2,1,2,1,2,3,1,1,1,3,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,0,0,4,0,1,2,3,0,0,1,17,56,11,2,10,1,2,46,"610000",4,1,1,"无",5,,621,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0","Chrome 14.0.802.30","Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko","127.0.0.1",1
