"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
11,579885,2012-7-27 07:16,2012-7-27 07:24,480,6,1,1,1,1,3,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,3,1,2,2,2,1,2,3,2,1,1,3,4,2,5,5,2,5,4,4,4,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,1,2,20,9,3,3,2,3,22,"200063",2,2,2,"无",5,,21,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
12,581137,2012-7-30 10:22,2012-7-30 10:32,561,5,1,1,1,1,3,1,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,1,1,2,1,3,1,3,2,3,4,4,5,4,4,3,4,4,4,0,0,0,0,5,1,2,3,0,0,0,0,3,0,0,1,2,1,14,2,16,1,3,26,"",4,2,2,"无",5,,663,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
13,622954,2012-7-28 05:25,2012-7-28 05:40,880,3,1,1,1,1,2,1,1,"",1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,3,3,2,2,1,1,1,1,3,4,3,5,5,4,4,4,3,3,3,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,3,8,19,20,5,2,2,3,22,"",2,2,2,"",5,,795,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
14,623793,2012-7-27 05:52,2012-7-27 05:57,302,3,1,1,1,3,2,1,21,"帕萨特",2,2,2,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,2,3,2,2,1,2,3,3,2,3,2,3,1,3,5,4,5,5,4,5,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,19,2,17,3,16,2,3,28,"",4,2,2,"",5,,145,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
15,648644,2012-7-30 03:42,2012-7-30 04:00,1055,5,1,1,1,1,3,1,1,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,3,2,1,2,2,2,3,3,1,1,4,4,4,4,4,3,4,4,5,4,0,0,0,0,5,0,2,3,0,0,0,0,3,0,0,1,7,12,13,2,15,1,3,21,"",2,2,2,"无",5,,169,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
16,678976,2012-7-27 05:34,2012-7-27 05:41,409,3,1,1,1,1,2,1,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,1,2,3,1,2,3,2,2,2,3,2,2,3,2,4,3,4,5,3,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,20,13,19,3,15,2,3,27,"",4,2,2,"无",5,,340,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
17,716134,2012-7-28 02:53,2012-7-28 03:00,387,5,1,1,1,3,3,1,8,"",2,3,4,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,3,1,1,2,1,3,1,2,3,1,2,3,4,4,3,3,4,3,3,3,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,21,42,24,1,8,1,3,48,"",5,1,1,"",5,,890,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
18,766719,2012-7-27 09:03,2012-7-27 09:11,430,6,1,1,1,1,3,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,1,3,2,1,3,2,2,4,5,5,5,4,4,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,3,3,14,13,2,3,2,3,49,"",2,1,1,"无",5,,545,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
19,767933,2012-7-28 05:03,2012-7-28 05:13,585,6,1,1,1,1,3,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,1,3,2,1,2,2,3,2,2,1,1,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,3,13,14,3,6,1,3,48,"",4,1,1,"无",5,,160,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
20,776839,2012-7-30 10:34,2012-7-30 10:45,639,3,1,1,1,1,2,1,1,"",1,9,15,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,1,1,1,3,2,2,1,2,2,1,3,3,2,2,3,5,3,5,5,4,4,3,3,4,4,1,0,0,0,0,1,2,3,0,0,0,0,3,4,0,1,6,8,14,4,17,2,3,30,"",4,2,2,"无",5,,780,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
21,806745,2012-7-30 08:53,2012-7-30 09:06,757,5,1,1,1,3,3,1,8,"",2,9,15,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,2,1,3,2,3,1,3,2,2,1,2,2,4,4,5,5,4,4,3,3,4,4,1,2,0,0,0,1,2,3,4,0,0,0,3,0,0,1,13,9,7,5,16,2,3,41,"",5,1,1,"无",5,,645,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
22,835616,2012-7-30 06:09,2012-7-30 06:18,564,6,1,1,1,1,3,3,1,"",1,10,16,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,3,1,3,3,3,3,3,2,3,1,2,1,3,3,5,5,4,4,4,4,4,3,0,0,0,0,5,1,2,3,0,0,0,0,0,4,0,1,7,12,17,5,14,1,4,28,"",2,3,1,"无",5,,791,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
23,933081,2012-7-28 07:25,2012-7-28 07:36,691,5,1,1,1,1,3,1,,"",1,9,1,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,1,2,3,2,2,1,1,1,1,1,2,2,2,2,4,3,5,5,4,4,4,4,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,2,14,17,2,9,2,3,14,"",2,2,2,"无",5,,204,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
24,999129,2012-7-27 02:10,2012-7-27 02:17,430,6,1,1,1,1,3,3,1,"",1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,1,3,3,4,5,3,3,2,4,5,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,20,30,44,5,19,1,3,43,"",2,2,2,"",5,,143,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
25,1049212,2012-7-30 07:16,2012-7-30 07:30,843,6,1,1,1,3,3,3,1,"",2,2,15,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,2,2,3,2,2,1,2,1,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,2,3,0,0,0,0,3,4,0,1,21,14,17,5,12,1,2,41,"",4,1,2,"无",5,,435,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
26,1062024,2012-7-30 02:40,2012-7-30 02:44,248,5,1,1,1,1,3,1,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,94,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
27,1068826,2012-7-28 07:37,2012-7-28 07:48,664,6,1,1,1,1,3,3,1,"",1,9,15,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,5,4,5,5,4,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,7,10,13,3,,,,,"",,,,"",2,,709,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
28,1095788,2012-7-28 05:41,2012-7-28 05:51,619,5,1,1,1,1,3,1,1,"",1,10,16,1,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,3,3,1,2,1,2,1,1,1,3,2,4,3,5,5,3,4,4,4,3,3,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,2,3,9,11,2,8,2,3,23,"",2,2,2,"无",5,,968,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
29,1098495,2012-7-30 02:51,2012-7-30 03:00,552,6,1,1,1,1,3,3,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,3,1,1,3,2,3,1,3,2,2,1,1,4,4,5,5,4,4,4,4,3,3,0,0,0,0,5,1,2,3,0,0,0,0,0,4,0,1,9,20,18,3,15,2,3,17,"",2,2,2,"无",5,,407,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
30,1104994,2012-7-30 05:55,2012-7-30 06:08,789,5,1,1,1,1,3,1,1,"",1,9,15,1,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2,1,3,3,1,3,2,3,3,1,3,3,4,4,4,5,5,5,4,4,4,4,1,2,0,0,0,1,2,0,4,0,0,0,3,0,0,1,20,19,10,5,15,1,3,40,"",4,1,1,"无",5,,799,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
31,1111193,2012-7-30 03:26,2012-7-30 03:38,762,6,1,1,1,3,3,3,1,"",1,9,15,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,2,2,3,3,2,3,1,3,1,4,2,5,5,5,5,5,5,5,5,1,2,0,0,0,0,2,0,0,0,0,0,3,0,0,1,3,7,14,3,16,1,5,51,"",3,1,1,"无",5,,981,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
32,1112686,2012-7-27 06:42,2012-7-27 06:52,566,6,1,1,1,3,3,3,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,2,1,2,3,2,1,2,2,5,4,5,5,4,4,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,4,0,3,3,2,2,2,2,2,3,16,"",2,2,1,"无",5,,805,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
33,1152711,2012-7-27 08:17,2012-7-27 08:26,499,5,1,1,1,1,3,1,1,"",1,10,16,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,3,3,1,3,3,3,2,2,2,3,1,3,4,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,2,1,14,2,4,2,3,46,"",1,1,1,"无",5,,904,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
34,1153038,2012-7-28 05:16,2012-7-28 05:24,471,3,1,1,1,1,2,1,1,"",1,9,15,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,1,3,3,2,1,1,2,2,1,1,3,2,4,4,5,5,3,4,4,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,9,19,13,2,8,1,3,19,"",2,2,2,"无",5,,142,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
35,1155631,2012-7-28 07:00,2012-7-28 07:11,705,3,1,1,1,1,2,1,,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,4,4,5,5,4,4,4,4,4,3,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,8,13,17,2,9,1,3,16,"",2,2,2,"无",5,,496,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Maxthon/3.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
