"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
11,826448,2011-8-4 07:15,2011-8-4 07:25,589,5,1,1,1,1,3,1,10,"雅阁",2,3,5,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,1,1,2,3,1,1,2,3,2,3,1,2,1,2,3,4,4,5,5,4,5,4,5,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,16,20,19,1,9,1,2,44,"",4,1,1,"",5,,988,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
12,869242,2011-8-2 07:11,2011-8-2 07:24,742,3,1,1,1,3,2,1,14,"6",4,6,10,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,1,3,2,2,3,1,1,2,2,2,2,1,1,3,1,4,4,5,5,4,5,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,21,13,14,1,18,1,7,43,"",2,1,1,"",5,,568,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
13,911860,2011-8-4 05:24,2011-8-4 05:39,878,5,1,1,1,1,3,1,1,"",3,10,16,1,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,2,3,1,3,3,1,3,1,3,3,2,5,5,5,4,1,3,5,2,2,0,0,0,0,5,0,2,0,4,0,0,0,0,0,5,1,1,2,3,2,17,1,1,47,"",3,1,1,"",5,,22,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
14,955630,2011-8-2 06:47,2011-8-2 06:57,569,1,1,1,1,2,4,1,20,"凯美瑞",2,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,1,3,2,3,2,1,3,3,2,3,2,1,3,3,4,4,5,5,3,3,4,4,5,5,0,0,0,0,5,1,2,3,0,0,0,0,0,0,5,1,6,1,4,3,11,2,3,35,"",2,2,2,"",5,,48,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
15,961104,2011-8-3 03:22,2011-8-3 03:33,636,5,1,1,1,1,3,1,1,"",1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,1,1,3,2,2,2,1,3,3,3,1,1,1,1,4,3,4,5,4,4,4,4,5,5,1,0,0,0,0,1,0,0,0,0,1,2,3,0,0,3,2,1,19,2,3,1,4,46,"",5,1,1,"感觉服务挺好的   挺有亲和力的   对于混合型的还不是很了解！",5,,964,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
16,974220,2011-8-4 07:05,2011-8-4 07:14,516,5,1,1,1,1,3,1,1,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,3,1,2,3,1,2,2,1,1,3,5,3,4,5,4,4,2,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,1,66,2,1,18,2,2,51,"518033",4,1,1,"",5,,847,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
17,974547,2011-8-4 06:56,2011-8-4 07:01,282,5,1,1,1,1,3,1,1,"",2,2,2,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,4,3,5,5,3,3,4,4,3,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,5,19,1,1,13,1,2,44,"",5,1,2,"",5,,85,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
18,997337,2011-8-2 08:40,2011-8-2 08:50,599,3,1,1,1,1,2,1,1,"",1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,1,1,3,3,3,2,2,1,3,3,1,1,3,2,4,4,4,5,2,3,3,2,3,4,0,0,0,0,5,0,2,3,0,0,1,0,0,0,0,1,2,9,19,1,6,1,4,41,"",2,3,2,"",5,,110,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
19,1042700,2011-8-3 02:54,2011-8-3 03:04,561,5,1,1,1,3,3,1,11,"索纳塔",2,5,1,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,2,2,3,1,2,2,1,3,3,1,3,3,3,1,1,4,3,5,5,4,5,4,4,4,4,1,0,0,0,0,0,2,3,0,0,0,0,0,0,5,1,66,67,,4,19,1,3,46,"",4,1,1,"没有意见",5,,30,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
20,1089754,2011-8-2 05:34,2011-8-2 05:45,644,5,1,1,1,1,3,1,1,"",2,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,3,2,1,1,1,3,3,3,2,2,3,3,3,5,5,3,3,4,4,3,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,1,9,1,13,1,6,1,4,35,"51800",5,3,2,"没意见",5,,911,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
21,1119588,2011-8-3 03:58,2011-8-3 04:13,899,5,1,1,1,1,3,1,1,"",,10,16,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,2,2,3,3,1,1,2,1,3,1,3,1,2,1,4,3,3,5,5,5,3,3,5,4,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,3,3,9,67,2,12,1,4,48,"236000",4,1,1,"需要把车辆类型（如插电式混合动力）进行详细分析，说明优缺点，否则很混淆",5,,491,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
22,1142478,2011-8-3 08:55,2011-8-3 09:05,567,6,1,1,1,1,3,3,1,"",1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,1,3,1,2,2,1,2,2,1,5,5,5,3,3,3,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,1,2,14,19,1,9,2,3,49,"518000",4,1,1,"",5,,586,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
23,1153162,2011-8-3 05:28,2011-8-3 05:37,547,5,1,1,1,1,3,1,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,1,1,3,1,1,1,1,2,1,2,1,2,2,3,5,4,5,5,3,3,3,4,4,4,0,0,0,0,5,0,2,0,0,0,1,2,0,0,0,3,2,9,22,2,4,1,1,49,"",5,1,1,"题目可以少一点，其他都比较满意",5,,226,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
24,1155555,2011-8-4 05:54,2011-8-4 06:04,598,2,1,1,1,2,3,3,20,"锐志",4,4,11,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,1,2,1,2,1,1,3,3,3,2,3,3,1,2,5,4,5,5,4,5,5,4,4,5,1,0,0,0,0,1,2,3,4,0,0,0,3,4,0,1,1,2,14,3,18,1,5,47,"518001",5,1,6,"",5,,440,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
25,1182631,2011-8-4 03:06,2011-8-4 03:20,853,3,1,1,1,1,2,1,1,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,1,2,1,2,1,1,1,1,3,2,2,1,4,5,5,5,4,4,4,3,5,4,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,1,20,16,9,1,8,1,3,16,"",1,2,2,"",5,,783,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
26,1187077,2011-8-4 06:22,2011-8-4 06:33,696,1,1,1,1,2,3,1,17,"天籁",2,6,5,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,3,1,2,1,2,3,3,2,1,3,2,1,1,3,3,2,3,5,5,3,4,3,4,5,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,19,2,12,3,9,1,2,40,"518112",5,1,1,"",5,,212,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
27,1188319,2011-8-2 06:30,2011-8-2 06:42,706,5,1,1,1,3,3,1,20,"CRV-4",2,9,16,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,3,2,2,2,3,1,2,2,3,1,2,1,3,1,1,4,4,5,5,4,3,3,3,4,4,1,2,0,0,0,0,0,3,0,0,0,0,0,4,0,1,1,26,46,1,19,1,3,44,"518000",5,1,1,"还可以~",5,,854,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
28,1206990,2011-8-2 06:46,2011-8-2 06:46,0,,1,1,1,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
29,1291590,2011-8-3 06:11,2011-8-3 06:22,681,6,1,1,1,1,3,3,1,"",1,10,15,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,4,2,5,5,4,3,2,1,4,5,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,5,7,14,1,7,1,4,46,"",2,1,1,"根据市场的需求制定销售方案，问卷调查的是很好",5,,156,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
30,1297690,2011-8-4 05:40,2011-8-4 05:51,647,1,1,1,1,2,3,1,3,"5",2,1,15,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,1,2,1,2,1,1,2,2,1,2,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,66,66,1,19,1,1,45,"",5,1,1,"很棒",5,,269,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
31,1330113,2011-8-2 03:45,2011-8-2 04:00,904,3,1,1,1,1,2,1,1,"",2,9,15,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,5,2,2,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,20,11,1,5,19,1,5,41,"",2,2,4,"",5,,432,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
32,1335877,2011-8-4 04:57,2011-8-4 05:07,637,5,1,1,1,1,3,1,1,"",2,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,3,2,1,2,3,1,2,2,2,2,2,1,2,2,3,4,4,5,4,3,4,3,5,4,0,0,0,0,5,1,0,3,0,0,0,0,0,0,5,1,9,2,67,2,10,1,3,51,"",3,1,1,"没有",5,,559,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
