sys_SequentialRespondentNumber,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript
13,1480780,7/29/11 3:23,7/29/11 3:34,642,1,1,1,1,2,2,1,3,325i,3,7,6,3,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,2,2,1,3,2,3,2,2,3,2,1,2,2,1,2,3,5,4,5,5,4,3,3,2,3,2,1,0,0,0,0,1,2,3,0,0,0,0,0,0,5,3,2,21,14,3,7,1,4,,,6,2,4,,5,,867,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),MSIE 8.0,Windows XP,127.0.0.1,1
14,1053346,7/29/11 5:51,7/29/11 6:02,650,5,1,1,1,1,3,1,,,1,10,16,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,2,3,1,2,3,3,2,1,1,2,3,2,3,2,2,4,5,5,5,1,4,3,5,5,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,2,22,20,19,3,1,1,5,26,,8,3,2,,5,,641,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
15,781949,7/29/11 6:23,7/29/11 6:34,627,3,1,1,1,1,2,1,1,,1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,3,3,3,3,1,2,3,3,3,1,3,1,1,2,2,4,4,5,5,4,4,3,3,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,,10,12,33,2,13,1,2,47,,5,1,2,,5,,433,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
16,1187565,7/29/11 6:43,7/29/11 6:55,711,3,1,1,1,1,2,1,1,,1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,1,1,3,2,2,1,1,1,2,3,2,1,2,2,3,3,4,5,4,4,3,4,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,4,10,14,1,19,1,3,43,,5,2,2,,5,,310,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
17,1343465,7/29/11 7:18,7/29/11 7:32,854,1,1,1,1,2,2,1,1,,1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,1,1,3,1,1,1,3,3,3,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,481,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
18,1236771,7/29/11 7:51,7/29/11 7:58,408,1,1,1,1,2,2,1,15,s600,2,5,11,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,3,1,2,2,1,2,1,1,2,2,3,2,1,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,8,4,19,3,8,1,3,,,5,7,6,,5,,225,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
19,1521919,7/29/11 8:07,7/29/11 8:17,622,1,1,1,1,2,2,1,1,,1,10,16,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,3,1,2,2,3,3,2,2,3,2,1,2,3,1,1,4,4,5,5,4,4,4,4,5,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,,10,6,21,4,6,1,2,,,8,1,,,5,,511,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
20,501110,7/29/11 8:22,7/29/11 8:33,642,1,1,1,1,2,2,1,11,èÀöèÉ_,2,7,13,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,1,1,3,2,1,3,2,2,3,1,3,2,3,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,5,13,19,3,5,1,4,,,5,7,6,,5,,478,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),MSIE 8.0,Windows XP,127.0.0.1,1
21,1020369,7/29/11 8:39,7/29/11 8:49,605,1,1,1,1,2,2,1,1,,1,7,13,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,2,3,3,1,2,3,3,3,3,3,2,3,2,1,1,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,2,14,3,2,6,1,2,,,5,1,2,,5,,74,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
22,1054398,7/29/11 8:55,7/29/11 9:05,583,1,1,1,1,2,2,1,31,qq,1,4,6,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,1,2,1,2,3,1,2,3,1,1,3,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,7,10,21,2,5,1,3,,,8,7,6,,5,,144,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
23,1485838,7/30/11 2:25,7/30/11 2:35,574,3,1,1,1,1,2,1,1,,1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,2,1,3,2,1,2,1,2,2,2,3,1,2,2,4,4,5,5,3,3,3,3,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,5,7,19,1,9,1,3,49,,4,1,1,,5,,478,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
24,1426890,7/30/11 2:47,7/30/11 2:58,636,5,1,1,1,3,3,1,11,çÔ_ç__,2,7,12,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,3,1,2,3,2,3,2,1,4,4,5,5,3,4,4,3,4,3,1,0,0,0,0,1,0,3,0,0,0,2,3,0,0,1,2,6,10,4,7,1,5,32,,4,2,2,,5,,606,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
25,1019193,7/30/11 3:10,7/30/11 3:19,565,3,1,1,1,1,2,1,1,,1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,2,1,1,3,2,2,2,2,1,4,4,5,5,4,4,3,3,3,3,1,0,0,0,0,1,2,0,0,0,0,0,0,4,0,3,19,9,22,1,6,1,2,45,,5,1,2,,5,,487,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
26,760055,7/30/11 3:59,7/30/11 4:09,589,3,1,1,1,3,2,1,58,_ÛÓŒ¨ä,3,3,3,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,5,4,4,4,3,4,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,40,1,1,5,1,5,40,100103,2,2,2,,5,,28,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
27,1288760,7/30/11 4:18,7/30/11 4:27,573,5,1,1,1,1,3,1,1,,1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,2,3,3,1,3,2,1,2,1,1,1,3,2,2,5,5,5,,5,4,5,3,5,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,12,3,20,4,6,1,2,47,,4,1,2,,5,,634,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
28,1107487,7/30/11 5:08,7/30/11 5:08,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
29,1646986,7/30/11 5:54,7/30/11 6:04,641,3,1,1,1,1,2,1,1,,1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,3,1,1,1,2,1,2,3,2,3,2,2,2,2,2,4,4,5,5,4,4,4,3,5,5,1,0,0,0,0,0,2,3,0,0,0,0,0,0,5,2,7,2,22,4,13,1,3,34,,5,2,2,,5,,643,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
30,872086,7/30/11 7:18,7/30/11 7:29,658,5,1,1,1,3,3,1,21,_çáè__,2,4,10,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,1,2,3,2,1,2,2,2,3,1,2,2,1,1,2,2,4,5,5,5,4,3,4,4,5,1,0,0,0,5,0,2,3,0,0,0,0,0,0,5,3,2,19,21,4,7,1,2,39,,4,1,2,,5,,104,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),MSIE 8.0,Windows XP,127.0.0.1,1
31,875930,7/30/11 7:48,7/30/11 7:59,675,3,1,1,1,1,2,1,1,,1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,2,3,2,3,3,2,3,2,2,1,2,1,1,1,2,2,5,5,4,4,3,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,19,9,8,4,19,1,3,40,,2,2,2,,5,,100,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
32,484364,7/30/11 8:21,7/30/11 8:33,665,3,1,1,1,3,2,1,21,Œ¨ù_ù´,2,8,14,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,1,3,2,1,1,2,1,1,2,3,3,3,2,1,5,1,5,5,4,3,2,2,5,5,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,14,2,2,10,1,3,29,,1,2,2,,5,,753,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),MSIE 8.0,Windows XP,127.0.0.1,1
33,1227879,7/30/11 8:58,7/30/11 9:07,507,5,1,1,1,3,3,1,21,_çáè__,2,5,6,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,1,3,2,3,2,3,2,3,1,2,3,3,3,2,3,4,2,5,5,3,3,5,4,4,5,1,0,0,0,0,1,2,3,0,0,0,0,0,0,5,3,3,19,33,3,19,1,3,36,,2,2,2,,5,,618,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE),MSIE 8.0,Windows XP,127.0.0.1,1
34,492042,7/27/12 5:57,7/27/12 6:09,721,3,1,1,1,1,2,1,1,,1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2,2,2,1,3,2,3,1,2,2,1,1,2,2,2,4,2,5,5,5,4,4,3,3,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,9,19,1,3,19,2,3,35,102209,4,2,2,,5,,745,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
35,512306,7/27/12 6:12,7/27/12 6:26,825,1,1,1,1,2,2,1,11,èÀöèÉ_,2,2,15,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,3,2,1,3,2,3,3,1,1,3,2,2,2,3,4,2,5,5,3,4,2,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,3,5,3,12,1,3,44,,5,2,2,,5,,230,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
36,543590,7/30/12 5:55,7/30/12 5:59,294,3,1,1,1,1,2,1,1,,1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,5,,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,22,21,10,3,2,1,2,26,10025,1,,,,5,,833,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
37,581601,7/29/12 5:49,7/29/12 6:00,633,1,1,1,1,2,2,1,3,X5,3,7,14,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,2,1,3,2,3,2,3,2,2,3,2,2,2,4,4,5,5,2,4,4,4,5,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,14,6,2,8,1,8,,,6,7,6,,5,,997,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
38,627039,7/23/12 3:55,7/23/12 4:08,778,1,1,1,1,2,2,1,10,__É_÷Å,4,8,11,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,3,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,5,5,4,5,5,5,5,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,9,2,8,1,5,23,,2,3,2,,5,,972,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
39,636031,7/30/12 3:31,7/30/12 3:42,708,3,1,1,1,1,2,1,,,1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,3,1,2,3,3,1,1,3,1,3,3,2,3,1,2,4,4,5,5,4,5,4,5,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,1,15,13,14,3,7,1,3,45,,4,2,2,,5,,649,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
40,652550,7/30/12 8:59,7/30/12 9:11,690,3,1,1,1,3,2,1,31,QQ,2,6,7,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,1,3,1,3,2,1,1,2,2,3,2,1,2,1,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,3,1,3,19,1,3,,,5,7,6,,5,,207,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
41,681043,7/27/12 7:13,7/27/12 7:24,689,1,1,1,1,2,2,1,19,Œ´´_ÜÒ,2,6,11,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,1,2,1,1,3,2,2,1,2,1,4,4,5,5,2,5,4,5,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11,8,13,2,5,1,4,54,,8,,6,,5,,318,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
42,695495,7/27/12 6:38,7/27/12 6:48,611,3,1,1,1,3,2,1,19,Œ´´_ÜÒ,2,8,14,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,5,5,4,4,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,37,17,4,12,1,3,40,102209,4,2,2,,5,,897,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
43,717802,7/29/12 7:50,7/29/12 8:02,696,3,1,1,1,1,2,1,,,1,10,16,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,3,2,1,1,1,2,3,1,1,3,1,3,2,3,1,4,5,5,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,14,15,22,1,5,1,3,45,,4,2,2,,5,,839,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1
