"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
11,867877,2012-7-27 06:17,2012-7-27 06:22,307,3,1,1,1,3,2,1,2,"A5",4,8,15,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,1,1,1,1,1,2,1,2,3,2,1,2,3,1,1,4,5,5,4,5,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,1,2,14,4,,1,3,27,"",6,2,2,"",5,,842,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
12,903958,2012-7-29 06:41,2012-7-29 06:55,841,5,1,1,1,1,3,1,1,"",1,10,16,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,1,3,3,1,2,1,3,2,3,2,4,4,5,5,4,4,4,4,5,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,2,5,21,5,9,1,3,33,"",4,1,2,"无",5,,875,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
13,910433,2012-7-30 10:26,2012-7-30 10:36,613,2,1,1,1,2,1,3,22,"v6",2,5,10,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,1,1,1,1,3,1,2,3,3,1,3,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,5,3,2,5,7,3,14,2,3,28,"",4,2,2,"无",5,,254,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
14,971186,2012-7-28 08:28,2012-7-28 08:39,674,6,1,1,1,1,3,3,1,"",1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,3,2,3,2,3,2,1,2,3,3,3,3,1,2,3,2,3,4,1,4,4,4,5,5,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,2,1,8,5,5,8,2,3,44,"",4,1,1,"无",5,,172,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
15,1042899,2012-7-30 09:07,2012-7-30 09:16,539,3,1,1,1,1,2,1,1,"",1,10,16,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,2,3,1,3,2,2,1,2,2,1,3,4,5,5,4,3,3,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,2,6,23,5,15,1,3,25,"",6,2,6,"无",5,,169,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
16,1054057,2012-7-29 05:46,2012-7-29 05:57,651,3,1,1,1,1,2,1,1,"",1,10,16,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,3,2,2,1,3,3,3,3,3,3,2,2,3,3,3,4,4,5,5,4,4,5,5,4,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,1,2,10,3,7,1,3,30,"",5,2,2,"无",5,,892,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
17,1184134,2012-7-27 06:55,2012-7-27 07:07,721,4,1,1,1,3,2,3,1,"",1,10,16,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,1,1,1,1,3,1,1,2,3,3,2,2,5,5,4,5,5,4,4,3,1,0,0,4,0,0,0,3,0,0,0,0,0,4,0,3,3,9,14,5,13,2,3,22,"",4,2,2,"无",5,,607,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
18,1274882,2012-7-29 07:46,2012-7-29 08:06,1199,1,1,1,1,2,2,1,23,"f3",2,4,5,1,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,3,3,1,2,2,3,2,1,2,1,3,4,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,22,21,5,12,2,3,17,"",4,2,2,"无",5,,459,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
19,1276375,2012-7-27 06:23,2012-7-27 06:27,256,3,1,1,1,1,2,1,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,1,3,2,2,1,3,2,1,2,3,1,2,1,3,2,5,5,5,5,4,5,4,4,4,4,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,3,1,2,4,4,13,2,4,30,"",4,3,2,"无",5,,283,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
20,1291993,2012-7-30 08:43,2012-7-30 08:54,629,6,1,1,1,1,3,3,1,"",1,10,16,1,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,3,2,2,2,2,2,1,2,3,3,3,4,5,5,4,4,4,4,5,5,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,3,6,9,4,15,1,3,40,"",5,2,2,"无",5,,449,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
21,1583630,2012-7-28 05:36,2012-7-28 05:45,504,5,1,1,1,3,3,1,24,"现代",2,9,15,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,3,3,1,1,2,2,3,2,3,5,4,,5,4,4,4,4,4,4,0,0,0,4,0,0,0,3,0,0,0,0,0,4,5,3,5,9,19,1,3,2,4,16,"",2,2,2,"无",5,,128,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
22,1612630,2012-7-29 02:43,2012-7-29 02:53,594,5,1,1,1,3,3,1,23,"f0",2,5,10,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,1,2,2,3,1,2,1,1,3,1,2,3,4,5,5,4,3,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,2,6,3,,2,3,41,"",5,1,2,"无",5,,336,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0) QQBrowser/6.14.14517.201","MSIE 7.0","Windows XP","127.0.0.1",1
23,530940,2012-7-29 03:12,2012-7-29 03:25,769,3,1,1,1,1,2,1,1,"",2,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,1,3,1,3,2,1,3,2,3,1,2,2,1,1,4,3,5,5,3,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,20,14,13,5,13,2,3,24,"",2,2,2,"",5,,287,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
24,576340,2012-7-28 07:15,2012-7-28 07:33,1084,1,1,1,1,2,2,1,57,"350",2,5,12,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,1,3,1,2,2,1,3,1,2,3,1,1,3,3,2,4,5,4,5,5,4,3,3,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,2,14,21,4,12,1,3,19,"",4,2,2,"",5,,234,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
25,624195,2012-7-27 06:46,2012-7-27 06:52,346,4,1,1,1,1,2,3,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,2,2,2,1,3,2,2,1,1,2,2,1,1,2,3,4,5,5,3,4,2,3,4,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,8,1,19,5,6,2,5,42,"",2,1,1,"",5,,437,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
26,673753,2012-7-29 06:08,2012-7-29 06:18,585,3,1,1,1,1,2,1,1,"",1,10,16,2,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,2,3,1,1,2,2,3,3,3,2,2,2,1,2,2,1,3,4,5,5,4,4,4,3,5,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,8,16,13,5,7,1,2,44,"200063",4,1,2,"",5,,604,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
27,743350,2012-7-30 10:25,2012-7-30 10:41,976,6,1,1,1,1,3,3,1,"",1,10,16,3,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,2,3,2,2,3,2,1,3,2,2,1,1,3,2,1,2,4,3,4,5,3,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,6,12,4,1,11,2,3,39,"",4,2,2,"",5,,101,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
28,873276,2012-7-26 06:45,2012-7-26 06:53,455,1,1,1,1,2,2,1,3,"",2,7,13,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,2,2,1,3,2,2,1,2,3,2,1,3,2,1,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,"",,,,"",5,,704,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
29,900451,2012-7-29 08:07,2012-7-29 08:07,0,,1,1,1,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
30,926089,2012-7-29 03:39,2012-7-29 03:56,1024,3,1,1,1,1,2,1,1,"",1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,1,3,1,2,3,2,2,3,2,2,3,1,2,3,4,4,5,5,5,4,4,3,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,5,22,13,5,10,1,3,27,"",5,2,2,"",5,,448,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
31,948406,2012-7-30 03:34,2012-7-30 03:48,855,6,1,1,1,1,3,3,1,"",1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,3,3,2,2,2,1,2,2,1,1,1,2,2,3,2,4,3,4,5,3,3,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,9,19,8,1,14,2,2,49,"",4,1,1,"",5,,390,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
32,1041334,2012-7-27 07:05,2012-7-27 07:08,205,3,1,1,1,1,2,1,1,"",1,10,16,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,1,2,3,3,1,3,1,3,3,2,1,1,3,1,2,4,3,4,5,4,4,3,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,14,,,5,12,2,3,42,"201803",5,1,1,"",5,,303,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
33,1096229,2012-7-28 08:03,2012-7-28 08:11,469,6,1,1,1,1,3,3,1,"",2,10,16,1,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,2,2,3,3,2,2,2,3,3,1,3,4,3,3,5,4,5,4,4,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,4,19,5,10,1,4,45,"325000",5,1,1,"",5,,290,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
34,1137217,2012-7-29 08:08,2012-7-29 08:18,628,5,1,1,1,3,3,1,40,"",2,8,2,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,2,2,3,1,2,2,2,2,3,2,2,2,3,1,5,5,5,5,5,4,4,5,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,7,3,9,5,16,1,3,35,"",4,2,2,"",5,,822,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
35,1156418,2012-7-29 08:24,2012-7-29 08:32,492,4,1,1,1,1,2,3,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,1,1,3,3,1,2,3,1,1,3,3,2,2,2,4,3,5,5,4,4,,3,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,13,9,3,1,13,1,3,42,"",4,2,2,"",5,,803,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
36,1163395,2012-7-28 06:05,2012-7-28 06:25,1225,3,1,1,1,1,2,1,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,2,1,1,2,1,1,3,4,4,5,5,3,3,3,2,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,35,9,24,5,4,1,4,44,"",2,1,1,"",5,,544,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
37,1212327,2012-7-30 03:20,2012-7-30 03:31,622,1,1,1,1,2,2,1,4,"GLK8",2,5,12,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,2,2,1,3,1,3,2,2,4,3,4,4,3,3,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,7,20,21,5,16,1,1,47,"200061",6,1,1,"",5,,265,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
38,1298293,2012-7-27 08:27,2012-7-27 08:39,676,1,1,1,1,2,2,1,2,"A4",3,6,11,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,1,3,2,1,3,1,1,1,3,1,1,3,2,1,3,4,5,5,4,4,4,3,4,3,1,0,0,0,0,0,2,0,4,0,0,2,3,0,0,1,1,20,2,5,16,1,3,40,"",6,2,2,"",5,,702,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
