"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
11,1382239,2011-8-2 05:51,2011-8-2 06:02,694,5,1,1,1,3,3,1,8,"",2,3,2,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,1,2,2,2,3,2,3,3,3,2,3,4,4,5,4,3,3,4,4,5,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,7,2,5,3,7,2,4,39,"518000",3,2,2,"",5,,938,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
12,1514255,2011-8-3 09:30,2011-8-3 09:42,733,5,1,1,1,3,3,1,67,"传祺SUV",2,1,15,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,3,2,3,2,2,1,1,1,2,3,1,3,2,3,2,3,4,5,5,4,3,3,3,4,4,1,0,3,0,0,1,0,3,0,0,0,0,0,0,5,1,15,16,13,5,14,1,5,49,"",5,1,1,"",5,,533,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
13,1529262,2011-8-3 05:42,2011-8-3 05:52,581,5,1,1,1,1,3,1,1,"",1,5,1,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,1,3,1,2,2,3,2,2,1,1,3,2,2,2,1,3,4,5,5,5,5,4,4,4,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,5,3,21,9,1,1,5,1,1,48,"",4,1,1,"没有",5,,518,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
14,1670307,2011-8-3 05:55,2011-8-3 06:05,577,5,1,1,1,1,3,1,1,"",1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,1,3,1,2,1,3,1,2,1,3,1,2,1,2,2,4,5,5,5,4,5,5,4,4,1,0,0,4,0,0,2,0,0,0,0,0,3,0,0,1,66,3,2,1,10,1,5,48,"",5,1,1,"没有意见",5,,816,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; Tablet PC 2.0; 360SE)","MSIE 7.0","Windows NT 6.1","127.0.0.1",1
15,487146,2012-8-2 07:31,2012-8-2 07:41,638,5,1,1,1,1,3,1,1,"",1,9,15,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,3,1,2,2,2,1,2,2,1,2,1,2,2,3,4,5,5,5,5,2,5,5,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,15,14,1,4,9,1,5,48,"524559",2,,,"",5,,247,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
16,528612,2012-8-2 09:04,2012-8-2 09:11,416,5,1,1,1,3,3,1,4,"",2,3,10,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,2,1,1,1,1,3,1,2,3,1,1,2,3,3,2,2,4,4,5,5,4,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,1,19,2,,,,,"",,,,"",2,,128,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
17,585408,2012-8-2 08:23,2012-8-2 08:28,324,5,1,1,1,1,3,1,1,"",1,9,15,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,3,2,1,1,1,2,1,1,1,3,3,2,4,4,3,4,3,4,3,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,11,9,20,3,9,1,1,42,"518003",6,1,1,"",5,,966,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
18,683597,2012-8-2 03:07,2012-8-2 03:18,638,5,1,1,1,1,3,1,1,"",1,9,15,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,1,3,3,3,3,1,3,1,3,1,1,3,1,1,2,4,3,4,5,4,4,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,1,21,13,1,6,1,4,48,"417700",5,1,1,"",5,,643,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
19,726856,2012-8-4 02:44,2012-8-4 02:54,592,5,1,1,1,1,3,1,1,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,2,3,3,2,3,2,1,1,2,3,2,2,1,2,4,3,4,5,3,5,3,4,5,5,1,0,3,0,0,1,0,0,0,0,1,2,0,0,0,3,4,2,21,3,7,2,3,33,"518000",4,2,2,"问题应该更细节一点，更具体一些，看的不是很懂",5,,558,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
20,809778,2012-8-4 06:42,2012-8-4 06:55,770,5,1,1,1,1,3,1,1,"",1,9,15,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,4,,5,4,3,3,5,5,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,1,2,1,14,1,19,2,5,52,"",4,1,1,"",5,,320,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
21,861478,2012-8-3 03:30,2012-8-3 03:30,19,-1,1,1,1,1,4,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",4,,,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
22,1011377,2012-8-3 03:31,2012-8-3 03:40,552,5,1,1,1,1,3,1,1,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,2,1,1,1,2,2,3,3,2,2,1,3,1,4,4,5,5,5,5,4,4,4,5,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,2,1,14,4,3,7,1,4,48,"514777",5,1,1,"车型选择太少了",5,,397,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
23,1046933,2012-8-2 03:22,2012-8-2 03:33,664,5,1,1,1,1,3,1,1,"",3,9,15,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,1,1,3,3,1,2,2,1,3,3,3,3,2,1,1,2,4,5,5,5,4,1,3,5,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,3,2,19,10,1,8,1,3,44,"415000",5,1,1,"亲切热情周全专业",5,,305,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
24,1251451,2012-8-2 02:31,2012-8-2 02:43,679,5,1,1,1,1,3,1,1,"",1,10,16,1,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,1,2,1,3,3,2,1,2,2,2,2,2,2,4,4,4,5,4,4,4,5,0,0,0,0,5,0,0,0,4,0,1,2,0,0,0,2,1,1,1,2,5,1,3,49,"",,1,1,"",5,,972,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
25,1298980,2012-8-4 02:56,2012-8-4 03:05,536,5,1,1,1,1,3,1,1,"",1,9,15,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,3,2,2,1,1,1,3,3,3,3,1,2,3,3,5,3,5,5,3,4,2,3,5,5,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,,6,2,4,3,7,1,4,39,"518003",4,2,2,"",5,,939,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
26,1351343,2012-8-3 05:32,2012-8-3 05:47,905,5,1,1,1,1,3,1,1,"",1,9,15,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,1,2,2,3,2,2,2,3,3,2,2,3,2,1,4,1,5,5,5,5,4,3,5,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,19,16,10,3,4,1,3,47,"",5,1,1,"",5,,613,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
27,1424108,2012-8-3 03:02,2012-8-3 03:12,625,5,1,1,1,1,3,1,1,"",1,9,15,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,2,3,2,2,2,2,2,1,2,1,2,2,1,2,1,4,4,4,5,3,3,3,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,1,5,2,1,4,1,4,47,"",5,1,1,"",5,,113,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
28,1555896,2012-8-4 07:01,2012-8-4 07:12,627,5,1,1,1,1,3,1,1,"",1,9,15,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,2,2,1,2,3,2,3,2,2,2,1,2,3,2,2,4,4,4,5,5,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,4,1,7,1,4,43,"518000",4,2,2,"",5,,539,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
29,1569301,2012-8-2 05:32,2012-8-2 05:41,556,5,1,1,1,1,3,1,1,"",1,9,15,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,3,3,2,1,3,3,2,2,1,3,3,2,2,3,3,3,5,5,5,3,3,4,5,5,1,0,0,0,0,0,2,0,4,0,0,0,3,4,0,1,56,25,34,4,8,1,3,34,"",5,2,2,"问题太复杂，应该简单点",5,,631,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)","MSIE 9.0","Windows NT 6.1","127.0.0.1",1
30,691954,2012-8-3 03:51,2012-8-3 04:06,887,5,1,1,1,1,3,1,1,"",2,1,1,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,3,2,1,3,3,2,3,3,2,1,1,3,2,1,1,4,4,5,5,4,5,3,3,4,4,0,0,0,0,5,1,2,3,4,0,0,0,0,0,5,3,1,3,13,5,19,1,5,49,"",5,1,1,"",5,,125,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
31,721168,2012-8-2 07:36,2012-8-2 07:49,768,5,1,1,1,1,3,1,1,"",1,10,16,1,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,3,3,2,2,3,1,2,1,1,3,2,3,5,5,3,4,3,3,4,4,0,0,0,0,5,0,2,0,0,0,0,0,0,4,0,1,23,1,3,1,19,1,3,34,"",2,2,2,"",5,,487,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
32,778152,2012-8-4 07:05,2012-8-4 07:17,709,5,1,1,1,1,3,1,1,"",2,1,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,3,1,1,2,2,1,1,3,3,1,1,5,3,5,5,3,3,3,3,4,4,0,0,0,0,5,1,2,3,0,0,1,0,3,0,0,1,20,2,1,3,11,1,4,39,"",4,4,2,"有时间做这种问卷还不如怎么整汽车价格让大家都开得起车",5,,464,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
33,807223,2012-8-2 05:49,2012-8-2 06:01,730,5,1,1,1,1,3,1,1,"",1,9,15,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,1,2,1,1,1,2,2,1,1,2,3,1,1,2,5,4,5,5,4,5,4,3,4,4,1,0,0,0,0,0,2,0,4,0,0,2,0,0,0,1,10,1,5,3,4,1,4,48,"",2,1,1,"",5,,993,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
34,833772,2012-8-4 04:11,2012-8-4 04:28,1025,5,1,1,1,1,3,1,1,"",1,9,15,1,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,3,1,2,1,2,2,2,2,2,1,1,5,5,5,5,5,2,2,4,4,5,0,0,0,0,5,0,2,0,4,0,0,0,3,0,0,1,2,14,62,2,6,1,4,45,"",5,1,1,"问的问题差不多，有点像重复问的感觉",5,,716,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
35,1039856,2012-8-3 08:26,2012-8-3 08:40,877,5,1,1,1,1,3,1,1,"",1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,3,1,3,1,3,2,2,3,1,2,2,1,2,2,2,4,5,5,5,5,3,4,3,5,2,1,0,0,0,0,0,2,3,4,0,0,2,3,0,0,1,21,22,8,2,19,1,6,47,"",4,1,1,"连茶水斗没有",5,,494,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
36,1060584,2012-8-4 03:48,2012-8-4 04:05,1070,1,1,1,1,2,3,1,38,"忘记了",2,1,10,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,2,2,1,3,1,3,2,3,3,1,2,2,1,2,2,3,5,5,5,4,3,2,3,2,4,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,3,9,19,3,5,9,1,5,37,"",3,4,2,"",5,,313,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
37,1095101,2012-8-3 05:43,2012-8-3 05:54,628,5,1,1,1,1,3,1,1,"",1,9,15,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,3,3,3,2,1,2,2,2,2,2,1,3,4,2,4,5,3,4,4,3,4,5,0,0,0,0,5,1,2,0,0,0,0,0,0,0,5,3,1,2,16,1,13,1,4,49,"433210",4,1,1,"没什么不好的",5,,731,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
38,1296562,2012-8-2 08:16,2012-8-2 08:27,679,5,1,1,1,1,3,1,1,"",2,2,15,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,2,2,2,3,1,2,2,1,2,1,2,1,3,2,4,3,5,5,2,5,4,4,4,3,1,0,3,4,0,0,2,0,0,0,1,0,3,0,0,3,9,10,19,5,5,1,4,28,"422000",4,3,2,"",5,,710,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
39,1343541,2012-8-3 02:36,2012-8-3 02:49,794,5,1,1,1,1,3,1,1,"",1,9,15,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,3,2,2,2,1,2,3,1,2,2,2,2,1,1,2,3,3,5,5,4,4,3,4,5,4,0,0,0,0,5,1,2,0,0,0,0,0,0,0,5,1,1,3,10,2,4,1,4,50,"414100",3,1,1,"时间有点长，连水都没有",5,,537,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","MSIE 6.0","Windows XP","127.0.0.1",1
