ID,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,recent_past_buyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,num_vehicles,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,CBCFIX1,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brandrank2,brandrank3,maintenance,income,female,householdsize,YOB,zipcode,education,num_children,marriage,enthusiast,SUVbuyer,shanghai,shenzhen,chengdu,usa,mturk,country_make,country_brand1,country_brand2,country_brand3,income_HIGH,income_NA,age,age_HIGH,age_NA,female_NA,have_child,have_child_NA,householdsize_HIGH,householdsize_NA,marriage_NA,college_grad,college_grad_NA,no_drive_expr,dailyvmt_HIGH,dailyvmt_NA,annualvmt_HIGH,annualvmt_NA,vehicle_ownership,vehicle_ownership_NA,first_time_buyer,home_charge,work_charge,env_appearance,status_symbol,state,pop,lat,long,urban,suburban,rural,region
11,7/29/11 7:51,7/29/11 7:58,408,1236771,225,1,2,1,1,15,s600,1,22.5,27500,3,NA,NA,3,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,19,3,19.047619047619047,0,3,NA,NA,8,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,1,2,2,3,1,0,32.44668587896253,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
12,7/29/11 8:07,7/29/11 8:17,622,1521919,511,1,2,1,1,1,NA,0,21.584051724137932,18275.462962962964,2,NA,3,NA,2,4,4,5,5,4,4,4,4,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,10,6,21,4,12.6984126984127,0,2,NA,NA,6.150442477876106,0,0.6129985228951256,0,0,0,0,0,0,0,7,5,2,1,0,0,32.44668587896253,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
13,7/29/11 8:22,7/29/11 8:33,642,501110,478,1,2,1,1,11,�˚��_,1,37.5,45000,2,NA,1,NA,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,13,19,3,9.523809523809524,0,4,NA,NA,8,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,5,2,3,3,0,0,32.44668587896253,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
14,7/29/11 8:39,7/29/11 8:49,605,1020369,74,1,2,1,1,1,NA,0,37.5,45000,2,NA,3,NA,2,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,14,3,2,12.6984126984127,0,2,NA,NA,8,0,1,0,0,0,0,0,0,0,7,1,1,2,0,0,32.44668587896253,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
15,7/29/11 8:55,7/29/11 9:05,583,1054398,144,1,2,1,1,31,qq,0,17.5,12000,1,5,NA,NA,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,7,10,21,2,9.523809523809524,0,3,NA,NA,6.150442477876106,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,4,2,5,1,0,0,32.44668587896253,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
16,7/30/11 2:25,7/30/11 2:35,574,1485838,478,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,2,NA,4,NA,2,4,4,5,5,3,3,3,3,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,19,1,22.22222222222222,0,3,49,NA,6,0,0,0,0,0,0,0,0,0,7,2,2,3,1,0,23,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,7/30/11 2:47,7/30/11 2:58,636,1426890,606,1,3,1,5,11,��_�__,1,37.5,35000,1,8,NA,NA,2,4,4,5,5,3,4,4,3,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,2,6,10,4,15.873015873015873,0,5,32,NA,6,1,1,0,0,0,0,0,0,0,5,1,2,5,0,0,40,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
18,7/30/11 3:10,7/30/11 3:19,565,1019193,487,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,2,NA,5,NA,2,4,4,5,5,4,4,3,3,3,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,9,22,1,12.6984126984127,0,2,45,NA,8,0,1,0,0,0,0,0,0,0,7,3,3,4,0,0,27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
19,7/30/11 4:18,7/30/11 4:27,573,1288760,634,0,3,1,5,1,NA,0,21.584051724137932,18275.462962962964,2,NA,6,NA,2,5,5,5,NA,5,4,5,3,5,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,3,20,4,12.6984126984127,0,2,47,NA,6,0,1,0,0,0,0,0,0,0,7,1,2,1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20,7/30/11 7:18,7/30/11 7:29,658,872086,104,1,3,1,5,21,_���__,1,17.5,22500,2,NA,8,NA,2,2,4,5,5,5,4,3,4,4,5,1,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,19,21,4,15.873015873015873,0,2,39,NA,6,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,7/30/11 7:48,7/30/11 7:59,675,875930,100,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,2,NA,7,NA,2,2,2,5,5,4,4,3,4,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,9,8,4,23.01456119637938,0,3,40,NA,4,1,1,0,0,0,0,0,0,0,7,3,3,2,0,1,32,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
22,7/30/11 8:21,7/30/11 8:33,665,484364,753,1,2,1,3,21,ά�_��,1,40,50000,2,NA,5,NA,2,5,1,5,5,4,3,2,2,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,14,2,2,25.3968253968254,0,3,29,NA,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,43,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
23,7/30/11 8:58,7/30/11 9:07,507,1227879,618,1,3,1,5,21,_���__,1,22.5,12000,3,NA,NA,4,2,4,2,5,5,3,3,5,4,4,5,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,19,33,3,23.01456119637938,0,3,36,NA,4,1,1,0,0,0,0,0,0,0,1,2,3,4,0,1,36,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
24,7/27/12 6:12,7/27/12 6:26,825,512306,230,1,2,1,1,11,�˚��_,1,7.5,18275.462962962964,2,NA,4,NA,2,4,2,5,5,3,4,2,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,5,3,31.746031746031747,0,3,44,NA,8,1,1,0,0,0,0,0,0,0,5,1,2,2,1,0,28,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,7/29/12 5:49,7/29/12 6:00,633,581601,997,1,2,1,1,3,X5,2,37.5,50000,3,NA,NA,1,2,4,4,5,5,2,4,4,4,5,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,6,2,19.047619047619047,0,3.2489331436699858,NA,NA,10,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,1,1,1,2,1,0,32.44668587896253,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
26,7/30/12 3:31,7/30/12 3:42,708,636031,649,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,2,NA,1,NA,2,4,4,5,5,4,5,4,5,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,15,13,14,3,15.873015873015873,0,3,45,NA,6,1,1,0,0,0,0,0,0,0,7,3,3,1,0,0,27,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
27,7/30/12 8:59,7/30/12 9:11,690,652550,207,1,2,1,3,31,QQ,1,27.5,14000,2,NA,1,NA,2,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,3,23.01456119637938,0,3,NA,NA,8,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,4,1,2,1,0,1,32.44668587896253,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
28,7/27/12 7:13,7/27/12 7:24,689,681043,318,1,2,1,1,19,Ϋ�_��,1,27.5,27500,1,5,NA,NA,2,4,4,5,5,2,5,4,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,8,13,2,9.523809523809524,0,4,54,NA,6.150442477876106,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,3,5,2,3,0,0,18,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
29,7/29/12 7:50,7/29/12 8:02,696,717802,839,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,3,NA,NA,4,2,4,5,5,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,15,22,1,9.523809523809524,0,3,45,NA,6,1,1,0,0,0,0,0,0,0,7,1,3,4,0,0,27,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30,7/27/12 3:48,7/27/12 3:58,618,721281,570,1,3,1,5,31,_�����__,1,7.5,18275.462962962964,2,NA,1,NA,2,3,3,4,4,3,3,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,19,13,1,34.920634920634924,1,3,42,NA,4,1,1,0,0,0,0,0,0,0,4,1,3,3,1,0,30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,7/29/12 4:28,7/29/12 4:39,645,830682,265,1,2,1,3,31,QQ,1,12.5,12000,2,NA,1,NA,2,4,2,5,5,4,4,4,4,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,13,11,22,3,7.142857142857143,0,3.2489331436699858,NA,NA,6.150442477876106,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,4,3,5,4,0,0,32.44668587896253,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
32,7/30/12 7:57,7/30/12 8:07,594,906537,216,1,3,1,1,31,QQ,1,17.5,16000,2,NA,5,NA,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,NA,14,15,32,NA,23.01456119637938,0,3,NA,NA,8,1,1,0,0,0,0,0,0,0,4,1,3,4,0,1,32.44668587896253,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
33,7/23/12 7:20,7/23/12 7:30,625,929222,193,0,2,1,3,21,_��_,1,37.5,3750,2,NA,5,NA,2,2,4,5,5,5,4,1,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,9,19,2,19.047619047619047,0,3,46,101300,6,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,7/29/12 5:07,7/29/12 5:18,655,1059896,75,1,2,1,3,2,A6,1,37.5,50000,2,NA,4,NA,2,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,19,10,9,2,22.22222222222222,0,3,NA,NA,4,1,1,0,0,0,0,0,0,0,1,3,5,3,1,0,32.44668587896253,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
35,7/30/12 3:00,7/30/12 3:11,691,1070495,659,1,2,1,3,22,s40,1,7.5,10000,2,NA,4,NA,2,3,4,5,5,3,5,3,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,21,15,1,2,12.6984126984127,1,4,49,NA,4,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,7/30/12 3:52,7/30/12 4:03,650,1142957,935,1,2,1,3,3,X5,1,12.5,6000,2,NA,1,NA,2,3,3,4,5,4,5,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,14,3,5,12.6984126984127,1,3,30,15000,8,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,42,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37,7/30/12 7:27,7/30/12 7:38,644,1183233,216,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,2,NA,5,NA,2,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,9,19,10,3,12.6984126984127,0,4,43,NA,8,1,1,0,0,0,0,0,0,0,7,3,3,5,0,0,29,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
38,7/29/12 6:11,7/29/12 6:22,691,1183655,258,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,2,NA,4,NA,2,3,2,4,5,4,4,4,4,4,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,14,21,1,5.555555555555555,0,3,38,NA,6.150442477876106,1,1,0,0,0,0,0,0,0,7,2,1,1,0,0,34,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
39,7/29/12 8:08,7/29/12 8:19,667,1193050,228,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,2,NA,4,NA,2,3,4,5,5,3,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,21,10,2,15.873015873015873,0,3,41,NA,6,1,1,0,0,0,0,0,0,0,7,3,1,5,0,0,31,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
40,7/23/12 3:19,7/23/12 3:26,412,1211540,957,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,2,NA,5,NA,2,2,3,4,5,3,4,3,3,5,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,20,21,2,9.523809523809524,0,3,48,102204,8,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,24,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,7/23/12 6:11,7/23/12 6:17,377,1252414,406,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,1,5,NA,NA,2,5,3,4,5,4,4,3,3,3,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,25,23,4,23.01456119637938,0,3,29,100088,8,1,1,0,0,0,0,0,0,0,7,4,4,4,0,1,43,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
42,7/29/12 2:17,7/29/12 2:28,651,1255561,165,1,2,1,3,38,_���__,1,17.5,12000,2,NA,5,NA,2,4,4,5,5,4,4,4,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,19,6,1,25.3968253968254,0,3,54,NA,4,1,1,0,0,0,0,0,0,0,4,1,3,2,1,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
43,7/27/12 3:34,7/27/12 3:46,713,1288684,578,1,3,1,5,10,__�_ց,1,22.5,3750,2,NA,4,NA,2,4,2,5,5,4,4,4,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,19,33,5,12.6984126984127,0,3,49,100016,8,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,23,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44,7/23/12 4:42,7/23/12 4:52,601,1299430,260,0,2,1,3,NA,NA,0,21.584051724137932,18275.462962962964,1,5,NA,NA,2,4,2,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,5,30,1,7.142857142857143,0,3,42,NA,2,1,1,0,0,0,0,0,0,0,7,5,2,4,0,0,30,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
45,7/23/12 8:00,7/23/12 8:07,429,1305568,401,0,2,1,3,1,NA,0,21.584051724137932,18275.462962962964,1,5,NA,NA,2,4,4,5,5,2,3,2,2,5,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,21,13,1,7.142857142857143,0,6,45,NA,8,1,1,0,0,0,0,0,0,0,7,2,1,3,0,0,27,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
46,7/30/12 8:14,7/30/12 8:23,569,1330402,641,1,2,1,1,1,NA,0,22.5,18500,3,NA,NA,1,2,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,8,9,19,2,12.6984126984127,0,3,39,NA,8,0.591776798825257,0.6129985228951256,0,0,0,0,0,0,0,7,2,3,3,0,0,33,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
